words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
stick_insect,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
plough,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
tyre,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
doughnut,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
pyjamas,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
coffee_machine,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
whisky,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
coffee_pot,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
catalogue,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
castenets,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
can_opener,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
chest_of_drawers,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
frog,0.6876060372958019,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
lizard,0.6824001482553982,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
turtle,0.6695228537405601,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
toad,0.6542169295777234,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
tortoise,0.6519994821919234,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
crocodile,0.6499494698632444,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
iguana,0.6430101416706897,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
monkey,0.6417041181600547,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
rhino,0.6384443466824029,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
elephant,0.6328632509088838,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
giraffe,0.6230075586999919,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
hippo,0.6188447047186596,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
rabbit,0.6160210239345277,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
alligator,0.6089540565159588,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
gorilla,0.6079834150164733,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
otter,0.6032429725167572,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
dolphin,0.5910943554587801,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
calf,0.5898577798313598,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
panther,0.582810774898154,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
tiger,0.577109756449695,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
scorpion,0.5750830204884549,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
leopard,0.5661186329371359,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
seahorse,0.5661181613923092,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
penguin,0.5640523601197328,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
whale,0.5602741780246812,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
pig,0.5601171739017643,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
zebra,0.5599299650403706,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
cat,0.5580284701236597,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
owl,0.5550095186970243,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
spider,0.5542151192313303,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
rattlesnake,0.553749305102277,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
tarantula,0.5479052582827693,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
porcupine,0.5452029345138063,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
shark,0.5425779032945962,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
cheetah,0.5423108934688454,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
ear,0.5402520185023046,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
squirrel,0.5401544501586948,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
pelican,0.5361546163463509,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
falcon,0.5330984681818105,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
goat,0.5297087222411689,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
leg,0.5281958173555299,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
flamingo,0.5261426918281948,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
nose,0.5258145381412649,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
chipmunk,0.5222719743725325,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
finger,0.5214083340951927,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
fox,0.5202300246680412,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
snail,0.5172670689697396,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
kangaroo,0.5149828385235398,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
thumb,0.5141805656497619,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hyena,0.5122742373485941,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
dog,0.5096115917674288,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
donkey,0.5046943483773916,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
caterpillar,0.5042350637424422,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
duck,0.503028622320486,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
buffalo,0.5025669039975997,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cockroach,0.5021547619458,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
millipede,0.4975509884014326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dragonfly,0.49687002094338284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamster,0.4968637216936249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodpecker,0.4923326813572361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heron,0.49080569925922635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raccoon,0.4899641647377999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toe,0.4880098334479047,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
beaver,0.48675385183084874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swan,0.4859627003501109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centipede,0.4857394949932353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emu,0.48079152073563636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rat,0.4800236804350793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hedgehog,0.4778260970907884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housefly,0.47709766317732316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wasp,0.47523144325977296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,0.4747500556437187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llama,0.4746633557421372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolf,0.4721460409556107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goldfish,0.4719389067265686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hummingbird,0.4716456749598998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grasshopper,0.47128856682825004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squid,0.46474026339838703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pigeon,0.4637270997949322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin,0.4622981486316733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buzzard,0.46178623882127456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
budgie,0.45691995120398254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moose,0.456490688200656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0.4556268136087984,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ostrich,0.4546970477521865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockerel,0.45366394541676625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seagull,0.4525035856309735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octopus,0.4505823595906914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walrus,0.45014041083260553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant,0.44827382430374485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lion,0.4473041363689656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goose,0.44645891459463294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cow,0.4462522768116427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jellyfish,0.4447216689615125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongue,0.4445022284898599,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
sparrow,0.4409673378826395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beetle,0.43745202607584444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raven,0.4369831837175756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lips,0.43677042863272597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kingfisher,0.4347242032877384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parakeet,0.43463894849714046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrow,0.4344827820279253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skunk,0.43305050883692436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wren,0.4318800976506423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacock,0.4294789356346838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deer,0.4244100419949325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eel,0.42405248440067056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platypus,0.4237611163958849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foot,0.4216179337031368,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gerbil,0.4211374711931387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starling,0.41999203049168404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone,0.419688457194996,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
eagle,0.4189490847711517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orchid,0.4168637688453104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guinea_pig,0.4162934878296425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doll,0.41247921029971163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crayfish,0.4115121177315957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spoon,0.4102437260522842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladybird,0.4044297008720928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chicken,0.40374615697036587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spear,0.40342915652856104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfly,0.4017205348307728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crab,0.40150240388180736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horse,0.4013225794532342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moth,0.3988127389951695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0.39735773728249046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheep,0.3958759354565702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tambourine,0.3948272336783108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melon,0.394192791944997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mussel,0.3930659758772189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prawn,0.3929738670029006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee,0.3926390636940755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ox,0.39146047831199926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hornet,0.38842876225323464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banana,0.3877731025254919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cage,0.38696148776844586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fern,0.3863425388827085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watermelon,0.38609999360613023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magpie,0.38539621191031675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrimp,0.38124228656428216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jar,0.3809535344130339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minnow,0.3797533018600413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cape,0.3784906004147316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locust,0.3753102926249874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sellotape,0.3747899292990749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satsuma,0.3734348746157996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamb,0.37288013330616343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.3718562288555173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.3718562288555173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trout,0.36875786270158617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clam,0.36838515638100644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pumpkin,0.36635556199146696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobster,0.3652317089255329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosquito,0.36362909082347145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,0.36025912418303985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0.35360258137885786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seashell,0.35318046813382475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye,0.3523083627191759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
rollerskate,0.3522259638560356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necklace,0.3505354133557953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpoon,0.3498560588376679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jug,0.3495961256256246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machete,0.3493456731062691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sword,0.3489077457336127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sock,0.348530708531035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radish,0.346463353405633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pineapple,0.3449514932672427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dove,0.34450647596725403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nightingale,0.34399240360265254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coconut,0.34355469675510497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lily,0.34153814895589557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screwdriver,0.3412533770978843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stool,0.3408676260516531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0.34073057718863237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wand,0.34055029278161797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jelly,0.339437362378721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doorknob,0.3390813062891862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,0.3379116106024649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turkey,0.337877397952638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dandelion,0.3377054282598716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuna,0.33673518036509276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frisbee,0.33627924516420943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leotard,0.33554146403572127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pony,0.33553605177793655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mushroom,0.3349719517025944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rope,0.33412104900292355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carp,0.3339295429665044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seal,0.3332500601418857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courgette,0.3323584965381302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thimble,0.3323498181426625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chainsaw,0.33167454476240044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helmet,0.32943273956647323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pear,0.32888738856954763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peach,0.32825369817815614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pen,0.3279396860285432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moss,0.32786844140127025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hutch,0.32770327845797864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flute,0.32656148845050725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willow,0.32523519681384006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite,0.3247831224135056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.3246024673871639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.3246024673871639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bullet,0.32456420689740595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hair,0.32448771281008465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broom,0.32420526367144586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellows,0.3225264841593251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cucumber,0.32228516157527876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
needle,0.31861553381195606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canoe,0.31723499846455994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worm,0.31646896740220354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puppet,0.31601696416776065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corkscrew,0.31597704113183145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salmon,0.31564929230801464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrot,0.31545459751362687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cymbal,0.31529950363010495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashtray,0.31525880803469836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spatula,0.31408767629161066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penknife,0.3139782580050362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pencil,0.3133792097356086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mask,0.31298877971219724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grapefruit,0.3123970007278525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peeler,0.31238060021168845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweezers,0.3120483339854613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toilet,0.310085311220972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy,0.3096489018958869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,0.3088471215353603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomato,0.30743782087642135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apron,0.3074117977547907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripod,0.30651815957965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dressing_gown,0.30645818899208144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lantern,0.30639703011707986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slug,0.306094952171139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drum,0.3055169572136129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,0.3042771268780018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
