words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
hose,0.4243294298293433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grenade,0.4232684219770764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crayon,0.4211893151699351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
napkin,0.4203459364104714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lantern,0.4201864500877136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grater,0.419721704325265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashtray,0.41842327322652706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nose,0.4173355347872897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
typewriter,0.4166833581614553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheelbarrow,0.4143022079033669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hatchet,0.4124302342253666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necklace,0.4101001935015499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revolver,0.40932321431906854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite,0.40887253001385726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider,0.4087876703047643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boomerang,0.40670912024150546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoe,0.4053249157712681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thumb,0.4049669859537801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toaster,0.4013951303933797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ear,0.39903176975704846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloves,0.39874814316048035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colander,0.39745861957664264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cork,0.39663693725430604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tambourine,0.39637057818518484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thimble,0.3951375886623133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slug,0.3944801722252128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandpaper,0.39368748817330257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.3929893867333223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.3929893867333223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0.39235008626069795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bookcase,0.39055001996904953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandelier,0.3891977835552827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bag,0.3861501412086481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helmet,0.38385661184941827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolts,0.3836187734084343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apron,0.38237746614452595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spanner,0.3809093469784945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamp,0.38076709018815924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blender,0.3790814200783932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pumpkin,0.37843458306721645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rabbit,0.37841795581116106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porcupine,0.37660919059622866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housefly,0.3757285024493472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
button,0.3751701440698496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pipe,0.37493252169304164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stool,0.3746369626085406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sledge,0.37345407036326717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ball,0.37205953205796755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cymbal,0.3705142748748137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mask,0.36980519296962133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cage,0.36861254512364516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stove,0.36855180579556684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brush,0.3680843754631155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frog,0.36806106591828214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melon,0.3673519146960601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centipede,0.364617605879661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cape,0.3642588567039251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stone,0.3639021818856969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rattlesnake,0.36065382283551284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toilet,0.36041336953398795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willow,0.3597013783477221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knickers,0.3595773906142744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cart,0.35854732870775957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0.35771217456378746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dragonfly,0.35497300329064463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockroach,0.354591691598638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0.3539112588049844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermometer,0.3533889272411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skis,0.35243686992272577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mat,0.3523204327518897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courgette,0.3521873902111772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monkey,0.3515838573497002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocket,0.3510275067260655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coin,0.3506826533821366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wasp,0.35009680620817873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watermelon,0.3500967967680069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bra,0.3493137343392364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrot,0.3464968247429935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crocodile,0.3459119372109001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacket,0.3447281195514386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doll,0.3436918108101629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oven,0.34220059803642683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peg,0.3421729246889979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comb,0.3419822376520842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toe,0.34065877788105325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladder,0.3403704924629125,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
scarf,0.34004558350204694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lizard,0.3391361229375314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant,0.3383105926188079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seashell,0.3379492834040585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leg,0.33789025615148993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dice,0.3376850797975628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turnip,0.3360768068745907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jelly,0.33572203411797613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balloon,0.33568091254240334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canoe,0.3333541820363872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarantula,0.3313108629668352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawl,0.3310213504316796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dandelion,0.33020687310361524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cupboard,0.33003758891875656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whip,0.3297020781246117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
catapault,0.3291532019531941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squid,0.3290819918493513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caterpillar,0.32788112145310616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cradle,0.3271136371224636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bellows,0.3267054028252431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.3260550351943143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.3260550351943143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satsuma,0.3253021751708453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radish,0.32435551744248625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sink,0.3232038947820164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fridge,0.32245993720394506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lips,0.3222032766973276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poison,0.3212635196871857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hedgehog,0.3211377753254887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bone,0.32066855167260183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unicycle,0.3195146168074816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coat,0.31857383093665237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cucumber,0.31836758378846214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollerskate,0.3182669393328259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fox,0.318233637166374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
candle,0.31818658561879815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millipede,0.3176903685057768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bin,0.31723689619257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goggles,0.31716001955736706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinghy,0.31715267797419755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mug,0.3169306091584977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skateboard,0.31662247887196904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box,0.3163274730176485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guitar,0.3158039242703263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raven,0.3156101150306546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flute,0.31504707306706237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0.31458105394730385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pig,0.3145275334313846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foot,0.31441378053482644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sofa,0.31438919403296295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ox,0.3143598946918926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glider,0.31388660387733053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffin,0.3137057826599257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frisbee,0.31312977936341946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring,0.31304683157793667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirror,0.3123899775024029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rake,0.3120610870857744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toad,0.31147878109175264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallet,0.31140101077798593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artichoke,0.3107290780116744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belt,0.31068622309281685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bracelet,0.3105739165425767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cigar,0.31020471696977076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
projector,0.3089466373685389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birch,0.30850171586893826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gherkin,0.307438967276189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marble,0.3069116626225646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hornet,0.30648297400658825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
envelope,0.30620328428443133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boat,0.305497579258018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turtle,0.3054870148715087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dishwasher,0.3054176525088599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banjo,0.30519885671161967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shield,0.30451885458508987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alligator,0.30416678018764326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoyo,0.30289049109691374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,0.3028675759019942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washing_machine,0.3023648086418741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robe,0.3002916671290757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microscope,0.2992925978459345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seagull,0.2992494008192847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worm,0.29879192808621985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
