words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
woodpecker,0.5820776857858277,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
moose,0.5816375064121814,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pig,0.5815724396269273,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
giraffe,0.5800904158621842,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lobster,0.5780186337353344,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
duck,0.5759978063559843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladybird,0.5726968895925436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skunk,0.5707696479652598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolf,0.5707550304544563,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
starling,0.5694318261860117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octopus,0.567008579413406,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
gorilla,0.5659107115873723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiger,0.5639944168728985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant,0.5638251268807619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hippo,0.562414284114255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mussel,0.5614644857475174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elephant,0.5597997140912011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millipede,0.5595474359255365,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
salmon,0.5592748830915253,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
magpie,0.5521246811032109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhino,0.5507495907501037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamster,0.54854249762226,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
leopard,0.5442803782130167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrimp,0.5434870539130656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
herring,0.5431154500831092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kangaroo,0.5425822682903947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prawn,0.539979332940314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deer,0.5392723774994046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zebra,0.5377577781343015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyena,0.5354288706017656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parakeet,0.5347867462836112,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
dog,0.5315264172356806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hornet,0.531025311902634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
carp,0.5276753206418169,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
walrus,0.5270604475300817,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
emu,0.5268537437748813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llama,0.525782600244225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacock,0.5251523493331289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuna,0.5223766412293329,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
minnow,0.5214811807306028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfly,0.5199977010388037,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
orchid,0.5194322796637627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goat,0.5183656412417285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centipede,0.5181226797381753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cheetah,0.5173507467982338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee,0.5158344525238814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clam,0.5146828612050391,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
buffalo,0.5104078936739509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gerbil,0.5096656312443628,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
platypus,0.5080188270291198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosquito,0.507288466071876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cod,0.5043221434192582,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
locust,0.5004058202585455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mushroom,0.4987327734472904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
scallop,0.49761304599137357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chicken,0.4971740496314465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turkey,0.49711145181526245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fern,0.48942976306419533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mackerel,0.4875787637523376,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
pumpkin,0.4818997057436645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dandelion,0.47753606110464686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eagle,0.4761926870955198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockerel,0.4757863480707425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worm,0.47526454244901395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ostrich,0.47257926420046226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oyster,0.4688650664441325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flounder,0.4682125206848077,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
courgette,0.46723033498019734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheep,0.4637919708351459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partridge,0.46261112182136854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radish,0.46243727371175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cow,0.4559438303010694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lion,0.4520941189260984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donkey,0.4500555082016819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamb,0.44951099808871775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guinea_pig,0.44430643563070693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watermelon,0.43734637862129405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0.4363769985779942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melon,0.4356035144048183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moss,0.4354883485900032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satsuma,0.42920489811723317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brussel_sprouts,0.42631395896230717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sardine,0.4245680120879095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lily,0.42379211272961065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dove,0.4231115095257651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nightingale,0.4208985205111483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calf,0.42086025024299234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomato,0.42024009614837743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
termite,0.41989811822632045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seaweed,0.4171342136268124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hawk,0.4121321579814501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doll,0.41206149745819576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potato,0.4105331084199501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweet_potato,0.40861426916736565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyacinth,0.4082894494706287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,0.4059116752534373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asparagus,0.4056229708427921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blueberry,0.40463593632190287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banana,0.4042202635354487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,0.4028509072236286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leek,0.40244635737652285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpoon,0.4015785665716326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broccoli,0.3954737656452533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite,0.3946594837287679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabbage,0.39403086620091266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buttercup,0.3899619386363387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jelly,0.3879493174305346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pear,0.3846458929969509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cape,0.3845747586273944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
celery,0.38415076536048187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artichoke,0.384009366011865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peach,0.3815921760406342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gherkin,0.37935883833215805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollerskate,0.3784925548433457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spoon,0.37842210834559586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrow,0.37793869278085634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cucumber,0.3771745972011059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cauliflower,0.3749480189170609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ox,0.37341017056852577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bean,0.3732952252803375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daffodil,0.3730270309062185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slug,0.3708473478609162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hutch,0.37075357791808056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crossbow,0.36801874442621363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seashell,0.3674365442870638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jar,0.3660358133954802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strawberry,0.364955554708274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willow,0.3643246569395512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy,0.3621825224730496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,0.3615286984666213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avocado,0.36110431155795014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garlic,0.35729798266759516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horse,0.3571389674759011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elm,0.35611565191354266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thimble,0.35477072716147606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peas,0.3541115906666566,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
lettuce,0.3535266684839492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pineapple,0.3526572430630983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chestnut,0.3513490549872526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mango,0.3502703230455173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhubarb,0.35010158037128636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cage,0.3485123692157176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunflower,0.34785385433821525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olive,0.34755355145238975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sultana,0.3464511906333787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soup,0.3418952711760871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flea,0.34075515156604874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
onion,0.33937332847003143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sellotape,0.3386996585097162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canoe,0.33853561088570194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frisbee,0.3383940027593886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peanut,0.33825131929681324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tulip,0.33809706416473906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrot,0.3380160691683399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiwi_fruit,0.3379275892640755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geranium,0.3373368768069266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canary,0.3366996954632172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grape,0.33633263450867956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parsley,0.33602222738613896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spinach,0.33388295321725525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grapefruit,0.33385189200138987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aubergine,0.3338494858282529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pansy,0.33329721333895074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayak,0.333212176606149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chainsaw,0.33171956191290985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biscuit,0.3292540657681968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peeler,0.32878581548400715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0.328035294139124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glider,0.3274317873766996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.32715108544830795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
