words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
frog,0.6076668555757732,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
alligator,0.6070239334624384,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
tortoise,0.6037881778869664,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
buzzard,0.6037681364391583,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
cat,0.6016263305865874,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
dog,0.59763281745599,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
monkey,0.5897034614213252,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
kingfisher,0.5871113918164361,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
elephant,0.5803870022891553,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
hippo,0.579897805312958,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
toad,0.5776186863039514,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
shark,0.5774569481277664,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
iguana,0.5763337977970172,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
seagull,0.5752745960003076,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
rattlesnake,0.5732496320486649,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
giraffe,0.5719580250900413,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
porcupine,0.5711083089183197,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
pigeon,0.5708321933652566,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
zebra,0.5697318407156995,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
moose,0.5666258318317162,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
llama,0.5663768940943787,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
pelican,0.5649762586654546,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
deer,0.5623166603901415,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
gorilla,0.5614544398711514,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
hummingbird,0.5582468320921838,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
dolphin,0.5571966559469765,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
raccoon,0.5566616659023138,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
kangaroo,0.5560040277288294,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hyena,0.5514591669806806,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
swan,0.5505586406134471,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
bicycle,0.5505206936362478,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
budgie,0.5503015648655103,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
hedgehog,0.5499098935229331,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
spider,0.5478696636423085,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
flamingo,0.5478309153756733,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
buffalo,0.5464888963701818,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
whale,0.5452055170104284,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
scorpion,0.5450984688960991,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
heron,0.5450381894952196,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
chipmunk,0.5428160820291219,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
donkey,0.5420463881636913,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
robin,0.5368709915054002,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
wolf,0.5355968017438749,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
moped,0.5325253817380785,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
housefly,0.5319926862257502,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
goat,0.5306619659986116,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
emu,0.5273282355030046,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
seahorse,0.5231078789169765,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
caterpillar,0.5220592609889518,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
penguin,0.5190064441652369,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
wasp,0.5184743724071471,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hamster,0.5141051372192869,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
glider,0.5107447224282691,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
car,0.5103377795735025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
skunk,0.5102058750148603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motorcycle,0.5094353427489173,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
tarantula,0.5089935008932038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beaver,0.5081349211788556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacock,0.5065848476625902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raven,0.502368078528854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duck,0.4995567575918991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beetle,0.49507843875465435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skateboard,0.4934373029645217,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
rat,0.4929317361480766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodpecker,0.4924628928101735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goose,0.4901896449366043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeep,0.48825955724364606,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
camel,0.4875967193142462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helicopter,0.4869395695855889,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
sparrow,0.4862921812171117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pig,0.4855161397123328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gerbil,0.48515486694845855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollerskate,0.4840647166416924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite,0.4835787676841106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parakeet,0.48097213668143457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snail,0.48053258233448987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horse,0.4803889268851146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magpie,0.47985843458519983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speedboat,0.4758918738754873,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
kayak,0.4757459942373846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockroach,0.47232031975083566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millipede,0.4712057187057336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheep,0.4698571932349398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grasshopper,0.4683205880073755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moth,0.4670058891390741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cow,0.4659108661412595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hornet,0.46567875541209347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
tricycle,0.4652217641260904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wren,0.46360896023054077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canoe,0.46077910335458894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starling,0.4585093564154141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unicycle,0.45520214014114924,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
platypus,0.45503717833978674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ostrich,0.45410019562845505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goldfish,0.447812425100781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladybird,0.44684588083376653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chainsaw,0.4455733289110165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
van,0.4394582473893158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truck,0.4364401669661977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant,0.4364198721613116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squid,0.4352655399247949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tractor,0.4351114012277576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centipede,0.4345354434146981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surfboard,0.432940347899002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crossbow,0.4301454977483826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boat,0.4291171591388001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lion,0.42740996321389135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrow,0.4238220265022172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockerel,0.4237433786551814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eel,0.4198881916604402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orchid,0.41712253985317643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pony,0.416702723951329,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hawk,0.4136251119956298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walrus,0.41326541777716763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trout,0.41183297856026013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eagle,0.4111213631215084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosquito,0.4106776646288859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skis,0.40979807957186665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfly,0.4096878132184285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buggy,0.406371659287019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jellyfish,0.4048376340768266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crayfish,0.4028977337289283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locust,0.4023950108861507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sledge,0.4014015565643569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.401198741037159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.401198741037159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porsche,0.39994507793736267,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
cape,0.39977159636865744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pram,0.3940064155087133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,0.39361232150998293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partridge,0.39277750007238166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorry,0.3911362085458807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frisbee,0.38860498978017943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helmet,0.38744303079900383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
crab,0.3858742561135759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trolley,0.3857822698052863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fern,0.3845813710736109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taxi,0.38431466407849146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee,0.3839378362149046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0.3833909472163477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guinea_pig,0.38263378181796726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ox,0.3807987620101871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doll,0.3796486822798333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turkey,0.3792219469089038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bus,0.37870038534673167,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
balloon,0.3776609971154694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cage,0.3774352545643614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpoon,0.3774158700982978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train,0.3752158925528734,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
chicken,0.3741364558910722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machete,0.37406537931094014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobster,0.37385848160745017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rifle,0.3737592886008723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pumpkin,0.37322833755482665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wetsuit,0.3691315462093292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bullet,0.3688468897864585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
houseboat,0.3685425594206894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinghy,0.36783071792316635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cart,0.36751854438196724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamb,0.36627228143041973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dove,0.3658193000971943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sword,0.3646174852335123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pistol,0.36454266504242044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calf,0.3615320887221633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheelchair,0.3605094872452116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambulance,0.3514665322245719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cannon,0.3483397526868218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screwdriver,0.34763190331864213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watermelon,0.3470618215354674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mussel,0.34577022037860083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gun,0.34542584997282155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carp,0.34534605649672173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hutch,0.345280518272453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nightingale,0.3446425188588278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,0.3440459611455503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rolls_royce,0.34395649666625744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripod,0.3429728250978602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prawn,0.34262302754094065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radish,0.3420009449968017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worm,0.3402490930324277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mushroom,0.3398161634021919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necklace,0.3389029457282216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spear,0.3386561598113188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowbar,0.3384899439266603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rope,0.3357129801716586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dandelion,0.33494225303401925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octopus,0.33463463508609237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submarine,0.3341782703035231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.33380631303793123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bat,0.33380631303793123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salmon,0.3332839067877926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boomerang,0.33259098604925585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corkscrew,0.3315973924568443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carriage,0.33131365364262927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courgette,0.32947360930425196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flea,0.3293063768715253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheel,0.32858339476416765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
minnow,0.3284551978970336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satchel,0.3283312609536563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lantern,0.32804246516451896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
limousine,0.32724316518653723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
willow,0.32650057319388764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheelbarrow,0.3245925260863326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocking_chair,0.3237560960543579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melon,0.3228564761246287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocket,0.321572624274713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shotgun,0.32135354720577003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,0.3187042920828069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grenade,0.31803386749273255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castle,0.3150806445717755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandelier,0.3145525725276964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puppet,0.3136432952723337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dressing_gown,0.31268975275197464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy,0.31167600226201553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0.31097813360879767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lily,0.3081823885712519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caravan,0.30673924425572224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tulip,0.30532880677693086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sardine,0.30521484168821106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
