words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
brandy,0.4957313161597421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peeler,0.4916483205570671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spoon,0.49134659461106445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cider,0.49030839706132767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turnip,0.48883147612637695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pig,0.48339164897347514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lime,0.48169495584417815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coffee,0.4797419129980574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dandelion,0.4716059881166337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
currant,0.4630045840697117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wine,0.46273116155887456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jar,0.4595760432765321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carrot,0.4533115861432611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nut,0.4493646458451847,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
lemonade,0.43577585167206834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beer,0.4322761631781505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rabbit,0.429760881000509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cherry,0.422794569857304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangerine,0.421661621728881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trout,0.42072843010807603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moss,0.41784431595279226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frog,0.41736106095060543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grater,0.4163558091634667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grasshopper,0.41629496482037437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gin,0.4141824157822468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marigold,0.41299416403679057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duck,0.4043143147190064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tulip,0.40280279148520215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fern,0.40166092480151216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partridge,0.39893527742055535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladle,0.39812043128307883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daffodil,0.39662547520311997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tea,0.3965638841948802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turtle,0.39605142246182423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant,0.3900104218019578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goat,0.38808958086174067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
octopus,0.38579491916399383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snail,0.385431364649097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orchid,0.3827111726778448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oven,0.3808142917213184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jellyfish,0.3792214588134586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chestnut,0.379012003660213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockroach,0.3787016875619335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colander,0.3782665421451733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carnation,0.3781794727949539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pine,0.37787575438261467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goldfish,0.3775230641210239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toad,0.37644646225624306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oak,0.37611517967455066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microwave,0.3749194468169979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fridge,0.3748525191368224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blender,0.37481585492320124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buttercup,0.37279599822292386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladybird,0.3724775230670654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eucalyptus,0.3721437746459477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orange,0.36897697766732485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spatula,0.368681155490312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flounder,0.3662620593298515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lily,0.36598367842850144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy,0.3631702434877374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squirrel,0.36188190197552655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iguana,0.36072608904637954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goose,0.3597699210458937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyacinth,0.3592100064047926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emu,0.3583259499204796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geranium,0.3573448733727458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
budgie,0.35698222384130984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caterpillar,0.35673720659163366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jug,0.3557635175788199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seahorse,0.3500863963533626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strainer,0.3476989320281544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buffalo,0.34708839540811576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tray,0.3470263438174007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beetle,0.3456928374341676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cigar,0.34544850391920834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cow,0.345243759887746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cork,0.3450682215881656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lizard,0.3447011494110711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pigeon,0.34420758902612064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seashell,0.3390815011895787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moth,0.33883015315910675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
napkin,0.33720902283392773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheep,0.3371578853612375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marble,0.3371193775214968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee,0.33677219048802937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birch,0.33424788282619755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ostrich,0.33091975147365976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hummingbird,0.3302168236228022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locust,0.3297573863787625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl,0.3296819065378025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin,0.32950024324108623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heron,0.32940103795081194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scorpion,0.32843442489072533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skunk,0.32710566777725575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fork,0.3267107810589245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobacco,0.3264380523196646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toaster,0.3254221901631495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider,0.32301581722548683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarantula,0.322713612297071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plum,0.3225538081851226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hedgehog,0.32169752421954445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cup,0.32140027995363313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pansy,0.3209745485147104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flannel,0.3194914241275998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wasp,0.3190375497872388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seagull,0.3188609758501628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poppy,0.31820796359889314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prune,0.31659991212102867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alligator,0.31647752279413743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wren,0.3159242440519498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rattlesnake,0.31520631566715673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flamingo,0.3123842468205711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hornet,0.31152391128814516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rat,0.3114926488077705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buzzard,0.3110976356999562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carp,0.31076312417814766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pelican,0.3103282233944948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kettle,0.3097154004887265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dice,0.30930248417201045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dolphin,0.3084414029807101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sellotape,0.3079675284053468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongs,0.30785847095686536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otter,0.30694535615674756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trowel,0.30635727145809377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ox,0.3059060049705182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llama,0.3000822397042545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sock,0.2996607584136529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crocodile,0.29923105002466965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willow,0.2975153788804227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penguin,0.29729133389859924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,0.2962955456939593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sparrow,0.29499413225419174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawl,0.2927552895319649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamster,0.29253728081553654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starling,0.290833407297391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flea,0.2903609266667807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scarf,0.28881173923879455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minnow,0.2876504837943781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thimble,0.2869110756422213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elm,0.286776675688284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dog,0.28609059024081596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
