has_flesh,medium (high for fruits),"no, probably learns fruit",melon,pear,tomato,pineapple,peach,avocado,watermelon,cucumber,grapefruit,nectarine,satsuma,pumpkin,kiwi_fruit,coconut,lime,cherry,plum,salmon,leg,finger,arm,toe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_useful,low,"no, probably learns ‘tool’",screwdriver,spoon,tray,sellotape,tweezers,scissors,pliers,toaster,tongs,pencil,penknife,shovel,bag,wheelbarrow,washing_machine,tripod,napkin,peeler,chisel,satchel,chainsaw,cupboard,toilet,bookcase,dishwasher,screw,thimble,wallet,cart,corkscrew,fork,pen,bin,needle,spade,knickers,spanner,thermometer,glue,hammer,kettle,mug,button,cup,desk,microwave,thumb,box,projector,pin,wheelchair,car,ladder,mirror,belt,arm,whisk,dictionary,nail,basket,peg,mop,clock,taxi,buckle,umbrella,ruler,drill,encyclopaedia,watch,telephone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_teeth,medium,no,rabbit,tiger,crocodile,fox,alligator,panther,leopard,hippo,hyena,wolf,cheetah,beaver,dog,chipmunk,shark,rat,lion,hamster,gerbil,walrus,bear,chainsaw,bat,pliers,comb,saw,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_an_engine,medium,"No, probably learns vehicle",boat,speedboat,truck,van,car,jeep,tractor,tugboat,houseboat,ferry,motorcycle,barge,helicopter,moped,ship,train,chainsaw,porsche,rocket,rolls_royce,coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_played_does_play,high,"yes, learns musical instruments",trombone,piano,saxophone,flute,clarinet,violin,cello,guitar,harmonica,tuba,banjo,trumpet,harpsichord,french_horn,harp,tambourine,accordion,bagpipes,cymbal,drum,organ,recorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
made_of_wood,low,no,broom,spoon,rocking_chair,trowel,tambourine,dresser,bookcase,wheelbarrow,canoe,shovel,doorknob,piano,banjo,spatula,guitar,tray,wand,bayonet,chisel,ladle,harpoon,tongs,violin,pencil,spade,surfboard,spear,machete,skis,sledge,willow,kayak,boat,cart,kite,stool,arrow,bucket,hutch,corkscrew,harp,shotgun,rifle,scythe,cello,skateboard,birch,hoe,crossbow,harpsichord,oak,deckchair,bow,bat,hammer,clarinet,accordion,cupboard,bed,pine,cork,pipe,drum,stick,bellows,castle,houseboat,brush,carriage,coffin,bagpipes,barge,desk,ladder,wheel,window,boomerang,sycamore,hatchet,table,chair,rake,armchair,cradle,tugboat,button,fir,dice,elm,peg,box,fence,comb,puppet,yacht,gate,ship,swing,organ,yoyo,barrel,whistle,catapault,raft,rattle,bridge,recorder,bench,throne,shield,mop,ruler,clock,club,saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_grown,low,"no, probably overgeneralizes on food and possibly plants ",cabbage,tomato,radish,rhubarb,parsley,artichoke,potato,courgette,sweet_potato,peas,leek,bean,marigold,turnip,geranium,raspberry,tulip,olive,corn,orchid,rice,poppy,pansy,nut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
does_eat,high,"no, learns animals",lizard,squirrel,frog,rabbit,toad,otter,owl,fox,falcon,iguana,robin,crocodile,heron,tortoise,monkey,cat,buzzard,spider,pelican,giraffe,alligator,rhino,gorilla,pigeon,flamingo,penguin,elephant,chipmunk,tiger,hummingbird,wren,dolphin,woodpecker,hedgehog,pig,sparrow,beetle,seagull,kingfisher,whale,hyena,caterpillar,cheetah,raven,wolf,snail,starling,moose,rat,budgie,moth,zebra,tarantula,llama,ladybird,goat,buffalo,shark,millipede,ant,duck,platypus,eel,squid,cockerel,walrus,sheep,cow,gerbil,centipede,lion,locust,butterfly,eagle,turkey,chicken,lamb,guinea_pig,worm,bear,hawk,horse,termite,mouse,canary,crane,bat,slug,seal,lips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_healthy,high,"no, learns vegetables",celery,asparagus,broccoli,lettuce,cabbage,cucumber,pear,spinach,avocado,peas,grapefruit,apple,kiwi_fruit,grape,banana,bean,peach,leek,soup,yoghurt,carrot,milk,orange,nut,dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_wings,medium,"No, most likely learns bird and insect categories ",owl,robin,heron,dragonfly,falcon,sparrow,wren,starling,kingfisher,buzzard,hummingbird,pelican,pigeon,wasp,seagull,moth,woodpecker,swan,raven,flamingo,beetle,magpie,ladybird,goose,grasshopper,budgie,housefly,duck,hornet,cockerel,cockroach,parakeet,penguin,partridge,butterfly,mosquito,nightingale,bee,emu,locust,eagle,turkey,ostrich,hawk,chicken,dove,glider,canary,bat,crane,cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
does_kill,low,yes,pistol,rifle,gun,machete,shotgun,sword,bullet,revolver,arrow,bayonet,grenade,harpoon,spear,scorpion,rattlesnake,dagger,shark,tiger,bow,bomb,poison,jellyfish,club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_juicy,high,"no, learns fruit. Banana would probably also be classified as positive",strawberry,pear,melon,peach,tomato,mango,blueberry,nectarine,grapefruit,apple,pineapple,grape,raspberry,watermelon,satsuma,lemon,kiwi_fruit,tangerine,lime,orange,plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_colourful,low,no,orchid,lily,dragonfly,geranium,tulip,hummingbird,kingfisher,marigold,carnation,peacock,seashell,butterfly,budgie,sunflower,kite,cockerel,parakeet,crayon,jelly,scarf,pansy,woodpecker,nail_polish,leotard,bikini,bouquet,lipstick,skirt,deckchair,frisbee,balloon,greeting_card,marble,flip_flops,rattle,cushion,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_skin_peel,high,"no, but things that are frequently peeled (peel, remove skin)",pear,melon,tomato,mango,apricot,avocado,peach,cucumber,pineapple,apple,sweet_potato,onion,nectarine,potato,grapefruit,watermelon,courgette,lemon,satsuma,grape,banana,garlic,kiwi_fruit,pumpkin,aubergine,tangerine,lime,cherry,gherkin,carrot,orange,prune,plum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
does_grow,medium (probably high for food – majority of concepts),"No, probably learns a plant category, there is only one other concept (hair). ",asparagus,pear,tomato,strawberry,apricot,rhubarb,cabbage,cauliflower,melon,radish,peach,blueberry,mango,avocado,broccoli,apple,sweet_potato,potato,courgette,grape,pineapple,onion,satsuma,nectarine,lettuce,marigold,dandelion,garlic,raspberry,pumpkin,bean,brussel_sprouts,peas,fern,olive,banana,sunflower,lemon,geranium,spinach,mushroom,turnip,daffodil,lily,moss,aubergine,buttercup,tulip,orchid,tangerine,daisy,hyacinth,lime,coconut,oak,pine,seaweed,birch,cherry,corn,rice,sycamore,chestnut,elm,willow,fir,carrot,pansy,orange,poppy,plum,nut,hair,rose,dates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_skin,medium (probably works for some animals),no,frog,lizard,turtle,toad,tortoise,crocodile,iguana,rhino,elephant,hippo,calf,ear,leg,nose,finger,thumb,toe,arm,lips,foot,tambourine,seal,drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_noisy_loud,low,no ,piano,trombone,tuba,tambourine,saxophone,cymbal,trumpet,bagpipes,chainsaw,french_horn,accordion,cannon,drum,tractor,typewriter,moped,shotgun,truck,monkey,washing_machine,seagull,cockerel,speedboat,woodpecker,organ,motorcycle,grasshopper,bell,gun,whistle,helicopter,parakeet,peacock,gong,dishwasher,train,blender,rattle,ambulance,radio,rocket,canary,drill,cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_for_children,low,no,doll,kite,rollerskate,skateboard,tambourine,crayon,balloon,tricycle,sledge,puppet,jelly,mittens,yoyo,satchel,ball,guinea_pig,catapault,swing,rattle,marble,recorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
does_make_music,high,yes (this is a defining feature of a category),trombone,piano,clarinet,saxophone,flute,violin,cello,tuba,harmonica,guitar,banjo,trumpet,harpsichord,french_horn,harp,accordion,bagpipes,organ,drum,recorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
does_protect,medium (probably works for clothes),"no (things to be protected from are too diverse, expressions used to indicate this are too diverse)",jacket,gloves,goggles,boots,shoes,sandals,coat,helmet,wetsuit,apron,mask,flip_flops,earmuffs,thimble,seashell,mat,napkin,tent,cap,umbrella,shield,fence,castle,swan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
made_of_glass,low,"Yes, possibly for things that tend to break, need to be handled carefully, shouldn’t be dropped. I expect that things with a glass component but other, more important features (tv, oven, microscope) would not be recognized",jar,jug,chandelier,bottle,ashtray,oven,lantern,cup,projector,thermometer,mirror,camera,window,table,marble,bowl,microscope,watch,television,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_leaves,high (plants),No (plant category may be learned),rhubarb,cabbage,radish,fern,dandelion,parsley,marigold,celery,cauliflower,strawberry,geranium,artichoke,lily,moss,leek,daffodil,buttercup,lettuce,orchid,daisy,tulip,sunflower,eucalyptus,hyacinth,brussel_sprouts,pineapple,turnip,sycamore,birch,oak,carnation,pine,spinach,elm,willow,pansy,fir,poppy,carrot,tea,tobacco,rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_feathers,"high (birds), low for pillow, cushion and arrow, probably low for crane (polysemy)","No, probably learns bird category (other examples are too infrequent and the functions of feathers vary (filling for cushion, decoration, etc)",heron,owl,robin,falcon,wren,kingfisher,sparrow,pelican,buzzard,swan,seagull,raven,pigeon,hummingbird,goose,starling,flamingo,peacock,woodpecker,magpie,budgie,partridge,cockerel,duck,parakeet,penguin,eagle,nightingale,emu,turkey,ostrich,hawk,chicken,dove,canary,arrow,crane,pillow,cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_for_women_females_girls,Medium (probably high for clothes),No,blouse,dress,bra,knickers,trousers,bikini,tights,leotard,skirt,necklace,shawl,swimsuit,stockings,lipstick,nail_polish,veil,bracelet,perfume,bouquet,ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_a_handle_handles,Medium (tools),"No, most of these items have specific functions/are tied to specific contexts. If they share an aspect, then it would be tool or tool-like, not having a handle",screwdriver,knife,spoon,broom,penknife,spatula,tongs,scissors,shovel,jug,machete,chainsaw,trowel,ladle,sword,pliers,tray,chisel,wheelbarrow,strainer,colander,peeler,doorknob,razor,spear,spade,bag,bucket,scalpel,fork,shotgun,corkscrew,satchel,hammer,scythe,grater,hoe,rifle,gun,hatchet,dagger,cupboard,revolver,lantern,toilet,bat,spanner,brush,pram,cup,mug,kettle,comb,rake,buggy,whisk,cymbal,trolley,bellows,whip,wheelchair,mop,basket,gate,shield,rattle,bell,umbrella,drill,saw,club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
has_legs,Medium (high for animals),"No, probably learns animal category",rabbit,lizard,frog,toad,otter,turtle,fox,crocodile,iguana,monkey,alligator,cat,giraffe,spider,tortoise,porcupine,robin,dragonfly,panther,pig,raccoon,pelican,heron,flamingo,elephant,gorilla,rhino,wasp,hippo,leopard,cockroach,tarantula,zebra,tiger,hedgehog,grasshopper,scorpion,skunk,llama,moose,beetle,caterpillar,hyena,goose,wolf,seagull,cheetah,wren,buffalo,emu,sparrow,housefly,moth,ladybird,ant,dog,kingfisher,kangaroo,deer,raven,millipede,hamster,magpie,sheep,donkey,ostrich,crayfish,centipede,cow,squid,crab,turkey,mosquito,hornet,bee,chicken,locust,lamb,lion,lobster,partridge,butterfly,camel,octopus,prawn,guinea_pig,shrimp,horse,ox,calf,doll,mouse,termite,flea,pony,crane,rocking_chair,deckchair,stool,wetsuit,tripod,tights,bed,trousers,armchair,desk,cricket,jeans,chair,throne,table,bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
